barcode,itemcallnumber,isbn,title,subtitle,author,pages,publishercode,copyrightdate,price
9004,"519.55 T12 HAM",,"Time series analysis",,"Hamilton, James",,"Levant Books (Copyright @Princeton University Press)",2012,1295.00
9006,"519.3 T00 BON.S",,"Perturbation analysis of optimization problems",,"Bonnans, J. Fre?de?ric and Shapiro, Alexander",,Springer,2000,
9007,"621.9023 T03 CRA",,"CNC machining and programming",":an introduction","Crandell, Thomas M.",,"Industrial Press Inc.",2003,
9008,"820.9891411 T10 MIS",,"Literature of the Indian diaspora",":theorizing the diasporic imaginary","Mishra, Vijay",,Routledge,2010,
9009,"302.4 T10 JAC",,"Social and economic networks",,"Jackson, Matthew O.",,"Princeton Univ. Press",2010,
9010,"541.369 T05 NAS",,"Elements of chemical thermodynamics",,"Nash, Leonard K.",,"Dover Publications",2005,
9011,"330.015195 N97 JOH.D",,"Econometric methods",,"Johnson, Jack and DiNardo, John",,McGraw-Hill,1997,1473.00
9012,"330.015195 N97 JOH.D",,"Econometric methods",,"Johnson, Jack and DiNardo, John",,McGraw-Hill,1997,1473.00
9013,"621.3692 T01 AGR",9788131234099,"Nonlinear fiber optics",,"Agrawal, Govind P.",629p.,Elsevier,2013,465.00
9016,"330.015195 T09 MAD.L",,"Introduction to econometrics",,"Maddala, G. S. and Lahiri, Kajal",,"John-Wiley & Sons",2009,659.00
9017,"330.015195 T09 MAD.L",,"Introduction to econometrics",,"Maddala, G. S. and Lahiri, Kajal",,"John-Wiley & Sons",2009,659.00
9018,"330.015195 T09 MAD.L",,"Introduction to econometrics",,"Maddala, G. S. and Lahiri, Kajal",,"John-Wiley & Sons",2009,659.00
9021,"330.015195 T03 GRE",9788177586848,"Econometric analysis",,"Greene, William H.",,Pearson,2003,799.00
9023,"330.015195 T03 GRE",9788177586848,"Econometric analysis",,"Greene, William H.",,Pearson,2003,799.00
9024,"519.2 T06 HOG.T",,"Probability and statistical inference",,"Hogg, Robert V.",,Pearson,2006,699.00
9025,"519.2 T06 HOG.T",,"Probability and statistical inference",,"Hogg, Robert V.",,Pearson,2006,699.00
9026,"670.285 N91 ZEI.S",,"CAD CAM theory and practice",,"Zeid, Ibrahim and Sivasubramanian, R.",,McGraw-Hill,1991,575.00
9027,"670.285 N91 ZEI.S",,"CAD CAM theory and practice",,"Zeid, Ibrahim and Sivasubramanian, R.",,McGraw-Hill,1991,575.00
9028,"670.285 N97 GHO",,"Rapid prototyping",":brief introduction","Ghosh, Amitabha",,"Affiliated East-West",1997,145.00
9029,"670.285 N97 GHO",,"Rapid prototyping",":brief introduction","Ghosh, Amitabha",,"Affiliated East-West",1997,145.00
9031,"300.72 T08 CRE",,"Research design",":qualitative, quantitative, and mixed methods approaches","Creswell, John W.",,"SAGE India Publications",2008,425.00
9032,"070.5 T09 BEL",9781412957014,"Writing your journal article in twelve weeks",": a guide to academic publishing success","Belcher, Wendy Laura",351p.,"SAGE ",2009,4008.00
9035,"610.28 T05 END.B",9788131200025,"Introduction to biomedical eigineering",,"Enderle, John",1118p.,"Academic Press",2005,795.00
9036,"610.28 T05 END.B",9788131200025,"Introduction to biomedical eigineering",,"Enderle, John",1118p.,"Academic Press",2005,795.00
9037,"610.28 T05 END.B",9788131200025,"Introduction to biomedical eigineering",,"Enderle, John",1118p.,"Academic Press",2005,795.00
9038,"808.042 T09 STR.W",,"Elements of style",,"Strunk, William and White, E. B.",,Pearson,2009,
9039,"808.042 T09 STR.W",,"Elements of style",,"Strunk, William and White, E. B.",,Pearson,2009,
9040,"330.015195 N96 HAT",,"Time series based econometrics",":unit roots and cointegration","Hatanaka, Michio",,"Oxford University Press",1996,
9042,"410.285 N99 MAN.S",,"Foundations of statistical natural language processing",,"Manning, Christopher C. and Schutze, Hinrich",,"The MIT Press",1999,
9043,"745.2 T03 LAU",,"Design research",":methods and pepectives","Laurel, Brenda [ed.]",,"The MIT Press",2003,
9044,"571.6 T10 MOF.K",,"Cellular mechanotransduction",":divee pepectives from molecules to tissues","Mofrad, Mohammad R. K. and Kamm, Roger D.",,"Cambridge University Press",2010,
9045,"741.60688 T09 VIS.V",,"Designer's research manual",":succeed in design by knowing your clients and what they really need","Visocky O'Grady, Jennifer and Visocky O'Grady, Kenneth",,"Rockport Publisher",2009,
9046,"745.403 T10 LID.H",,"Univeal principles of design",,"Lidwell, William",,"Rockport Publisher",2010,
9048,"612 T09 KOE.S",9788131230015,"Berne and levy Physiology",,"Koeppen, Bruce M. [ed.]",,Mosby,2010,1575.00
9049,"500.201185 T06 PIS",,"Patterns and interfaces in dissipative dynamics",,"Pismen, L. M.",,Springer,2006,
9050,"570.285 T06 ALO",,"Introduction to systems biology",":design principles of biological circuits","Alon, Uri",,"Chapman & Hall",2006,1695.00
9051,"570.285 T06 ALO",,"Introduction to systems biology",":design principles of biological circuits","Alon, Uri",,"Chapman & Hall",2006,1695.00
9052,"620.16092 T11 UPA",,"Men of metals and materials",":my memories","Upadhyaya, Gopal S.",,Iunivee.com,2011,
9053,"006.312 T11 TSV.K",,"Social network analysis for startups",":finding connections on the socil web","Tsvetovat, Maksim and Kouznetsov, Alexander",,"O'Reilly Media",2011,
9054,"541.33 T02 JOH.N",,"Interfacial instability",,"Johns, L. E. and Narayanan, R.",,Springer,2002,
9055,"515.7222 T07 CAN.H",,"Spectral methods",":evolution to complex geometries and applications to fluid dynamics","Canuto, C. ... [et al.]",,Springer,2007,
9056,"150.72 T00 KER.L",,"Foundations of behavioral research",,"Kerlinger, Fred N. and Lee, Howard B.",,"Wadsworth Cengage learning",2000,
9057,"150.721 T09 COO",,"Research methods and statistics in psychology",,"Coolican, Hugh",,"Hodder Education",2009,1595.00
9058,"330.015195 T03 ARE",,"Panel data econometrics",,"Arellano, Manuel",,"Oxford University Press",2003,
9059,"516.00285 T12 DUD.K",9781489998446,"Design and analysis of approximation algorithms",,"Du, Ding-Zhu",440p.,Springer,2011,
9060,"518.1 T06 NIE",,"Invitation to fixed-parameter algorithms",,"Niedermeier, Rolf",,"Oxford University Press",2006,
9061,"511.5 N98 ASR",,"Bipartite graphs and their applications",,"Asratian, Armen S.",,"Cambridge University Press",1998,
9062,"610.28 T09 SAL",9780521840996,"Biomedical engineering",": bridging medicine and technology","Saltzman, W. Mark",633p.,"Cambridge University Press,",2009,4614.00
9065,"005.12 T06 TAY.M",,"Software architecture",":foundations, theory, and practice","Taylor, Richard N.",,"John-Wiley & Sons",2006,589.00
9066,"005.12 T06 TAY.M",,"Software architecture",":foundations, theory, and practice","Taylor, Richard N.",,"John-Wiley & Sons",2006,589.00
9067,"005.12 T06 TAY.M",,"Software architecture",":foundations, theory, and practice","Taylor, Richard N.",,"John-Wiley & Sons",2006,589.00
9073,"511.3223 T01 ZIM",9788181285195,"Fuzzy set theory and its applications",,"Zimmermann, H.J.",514p.,Springer,2001,595.00
9074,"511.3223 T01 ZIM",9788181285195,"Fuzzy set theory and its applications",,"Zimmermann, H.J.",514p.,Springer,2001,595.00
9075,"511.3223 T01 ZIM",9788181285195,"Fuzzy set theory and its applications",,"Zimmermann, H.J.",514p.,Springer,2001,595.00
9076,"511.3223 T01 ZIM",9788181285195,"Fuzzy set theory and its applications",,"Zimmermann, H.J.",514p.,Springer,2001,595.00
9077,"511.3223 T01 ZIM",9788181285195,"Fuzzy set theory and its applications",,"Zimmermann, H.J.",514p.,Springer,2001,595.00
9078,"330.015195 T08 BAL",,"Econometric analysis of panel data",,"Baltagi, Badi H.",,"John-Wiley & Sons",2008,
9079,"330.015195 T10 WOO",,"Econometric analysis of cross section and panel data",,"Wooldridge, Jeffrey M,",,"MIT Press",2010,
9080,"617.47 T06 BAR.D",,"Orthopaedic biomechanics",":mechanics and design in musculoskeletal systems","Bartel, Donald L.",,Prentice-Hall,2006,
9081,"617.47 T06 BAR.D",,"Orthopaedic biomechanics",":mechanics and design in musculoskeletal systems","Bartel, Donald L.",,Prentice-Hall,2006,
9082,"620.0042072 T09 BLE.C",,"DRM, a design research methodology",:,"Blessing, Lucienne T.M. and Chakrabarti, Amaresh",,Springer,2009,8172.58
9083,"530.44 T10 MAI",,Plasmonics,":fundamentals and applications","Maier, Stefan A.",,Springer,2010,5994.67
9085,"515.222 N97 BEA",,Limits,":a new approach to real analysis","Beardon, Alan F.",,Springer,1997,
9086,"532.052701515353 N84 TEM",,"Navier-stokes equations",":theory and numerical analysis","Temam, Roger",,"AMS Chelsea",1984,
9087,"518.26 T11 LAU. R",,"Iterative methods in combinatorial optimization",,"Lau, Lap Chi",,"Cambridge University Press",2011,
9088,"577.83 N97 GRO",,"Resource competition",,"Grover, James P.",,"Chapman & Hall",1997,
9094,"532.05015118 T12 AND",9781259025969,"Computational fluid dynamics",": the basics with applications","Anderson Jr., John D.",547p.,"McGraw Hill Education",2012,585.00
9095,"532.05015118 T12 AND",9781259025969,"Computational fluid dynamics",": the basics with applications","Anderson Jr., John D.",547p.,"McGraw Hill Education",2012,585.00
9096,"532.05015118 T12 AND",9781259025969,"Computational fluid dynamics",": the basics with applications","Anderson Jr., John D.",547p.,"McGraw Hill Education",2012,585.00
9097,"532.05015118 T12 AND",9781259025969,"Computational fluid dynamics",": the basics with applications","Anderson Jr., John D.",547p.,"McGraw Hill Education",2012,585.00
9098,"532.05015118 T12 AND",9781259025969,"Computational fluid dynamics",": the basics with applications","Anderson Jr., John D.",547p.,"McGraw Hill Education",2012,585.00
9099,"595.7 T12 BAR.L",,"Insect outbreaks revisited",,"Barbosa, Pedro [ed.]",,Wiley-Blackwell,2012,
9102,"658.45 T11 SHA.M",,"Business correspondence and report writing",":a practical approach to business and technical communication","Sharma, R. C. and Mohan, Krishna",,"McGraw-Hill Education (India)",2011,450.00
9103,"658.45 T11 SHA.M",,"Business correspondence and report writing",":a practical approach to business and technical communication","Sharma, R. C. and Mohan, Krishna",,"McGraw-Hill Education (India)",2011,450.00
9104,"658.45 T11 SHA.M",,"Business correspondence and report writing",":a practical approach to business and technical communication","Sharma, R. C. and Mohan, Krishna",,"McGraw-Hill Education (India)",2011,450.00
9105,"621.89 T02 BHU",9788126540297,"Introduction to tribology",,"Bhushan, Bharat",732p.,"John Wiley & Sons",2002,3995.00
9106,"621.89 T02 BHU",9788126540297,"Introduction to tribology",,"Bhushan, Bharat",732p.,"John Wiley & Sons",2002,3995.00
9107,"621.89 T02 BHU",9788126540297,"Introduction to tribology",,"Bhushan, Bharat",732p.,"John Wiley & Sons",2002,3995.00
9108,"621.89 T02 BHU",9788126540297,"Introduction to tribology",,"Bhushan, Bharat",732p.,"John Wiley & Sons",2002,3995.00
9109,"621.89 T02 BHU",9788126540297,"Introduction to tribology",,"Bhushan, Bharat",732p.,"John Wiley & Sons",2002,3995.00
9110,"621.89 T02 BHU",9788126540297,"Introduction to tribology",,"Bhushan, Bharat",732p.,"John Wiley & Sons",2002,3995.00
9111,"621.89 T02 BHU",9788126540297,"Introduction to tribology",,"Bhushan, Bharat",732p.,"John Wiley & Sons",2002,3995.00
9112,"621.89 T02 BHU",9788126540297,"Introduction to tribology",,"Bhushan, Bharat",732p.,"John Wiley & Sons",2002,3995.00
9113,"621.89 T02 BHU",9788126540297,"Introduction to tribology",,"Bhushan, Bharat",732p.,"John Wiley & Sons",2002,3995.00
9114,"621.89 T02 BHU",9788126540297,"Introduction to tribology",,"Bhushan, Bharat",732p.,"John Wiley & Sons",2002,3995.00
9117,"428.34 T11 SAN.P",,"Communication skills",,"Sanjay Kumar and Pushp Lata",,"Oxford University Press",2011,410.00
9118,"428.34 T11 SAN.P",,"Communication skills",,"Sanjay Kumar and Pushp Lata",,"Oxford University Press",2011,410.00
9119,"428.34 T11 SAN.P",,"Communication skills",,"Sanjay Kumar and Pushp Lata",,"Oxford University Press",2011,410.00
9122,"808.0666 T11 RAM.S",,"Technical communication",":principles and practice","Raman, Meenakshi and Sharma, Sangeeta",,"Oxford University Press",2011,425.00
9123,"808.0666 T11 RAM.S",,"Technical communication",":principles and practice","Raman, Meenakshi and Sharma, Sangeeta",,"Oxford University Press",2011,425.00
9124,"808.0666 T11 RAM.S",,"Technical communication",":principles and practice","Raman, Meenakshi and Sharma, Sangeeta",,"Oxford University Press",2011,425.00
9126,"621.43 T10 PUN",,"IC Engines",":combustion and emissions","Pundir, B. P.",,Narosa,2010,475.00
9129,"330.01519233 T10 END",,"Applied econometric time series",,"Ende, Walter",,Wiley,2010,399.00
9130,"330.01519233 T10 END",,"Applied econometric time series",,"Ende, Walter",,Wiley,2010,399.00
9131,"330.01519233 T10 END",,"Applied econometric time series",,"Ende, Walter",,Wiley,2010,399.00
9135,"629.2528 T11 PUN",9788173198199,"Engine emissions",": pollutant formation and advances in control technology","Pundir, B.P.",301p.,"Narosa Publishing House,",2011,295.00
9136,"629.2528 T11 PUN",9788173198199,"Engine emissions",": pollutant formation and advances in control technology","Pundir, B.P.",301p.,"Narosa Publishing House,",2011,295.00
9137,"629.2528 T11 PUN",9788173198199,"Engine emissions",": pollutant formation and advances in control technology","Pundir, B.P.",301p.,"Narosa Publishing House,",2011,295.00
9138,"510 T02 GOW",,Mathematics,":a very short introduction","Gowe, Timothy",,"Oxford University Press",2002,175.00
9139,"660.2842 T07 LEA",9780521179089,"Advanced transpoit phenomena; fluid mechanics & covective transport process",,"Leal, L. Gary",,"Cambridge University Press",2007,
9143,"512.5 T06 STR",9788131501726,"Linear algebra and its applications/",,"Strang, Gilbert",487p.,"Cengage Learning,",2006,350.00
9145,"512.5 T06 STR",9788131501726,"Linear algebra and its applications/",,"Strang, Gilbert",487p.,"Cengage Learning,",2006,350.00
9146,"512.5 T06 STR",9788131501726,"Linear algebra and its applications/",,"Strang, Gilbert",487p.,"Cengage Learning,",2006,350.00
9147,"512.5 T06 STR",9788131501726,"Linear algebra and its applications/",,"Strang, Gilbert",487p.,"Cengage Learning,",2006,350.00
9148,"512.5 T06 STR",9788131501726,"Linear algebra and its applications/",,"Strang, Gilbert",487p.,"Cengage Learning,",2006,350.00
9149,"512.5 T06 STR",9788131501726,"Linear algebra and its applications/",,"Strang, Gilbert",487p.,"Cengage Learning,",2006,350.00
9150,"512.5 T06 STR",9788131501726,"Linear algebra and its applications/",,"Strang, Gilbert",487p.,"Cengage Learning,",2006,350.00
9151,"512.5 T06 STR",9788131501726,"Linear algebra and its applications/",,"Strang, Gilbert",487p.,"Cengage Learning,",2006,350.00
9152,"512.5 T06 STR",9788131501726,"Linear algebra and its applications/",,"Strang, Gilbert",487p.,"Cengage Learning,",2006,350.00
9153,"512.5 T06 STR",9788131501726,"Linear algebra and its applications/",,"Strang, Gilbert",487p.,"Cengage Learning,",2006,350.00
9154,"512.5 T06 STR",9788131501726,"Linear algebra and its applications/",,"Strang, Gilbert",487p.,"Cengage Learning,",2006,350.00
9157,"512.5 T08 SAD",9780821868874,"Applied linear algebra",": the decoupling principle","Sadun, Lorenzo",371p.,"American Mathematical Society",2008,755.00
9158,"512.5 T08 SAD",9780821868874,"Applied linear algebra",": the decoupling principle","Sadun, Lorenzo",371p.,"American Mathematical Society",2008,755.00
9164,"512.5 T10 DAT",9788120346833,"Numerical linear algebra and applications",,"Datta, Biswa Nath",530p.,PHI,2010,495.00
9165,"512.5 T10 DAT",9788120346833,"Numerical linear algebra and applications",,"Datta, Biswa Nath",530p.,PHI,2010,495.00
9166,"512.5 T10 DAT",9788120346833,"Numerical linear algebra and applications",,"Datta, Biswa Nath",530p.,PHI,2010,495.00
9167,"512.5 T10 DAT",9788120346833,"Numerical linear algebra and applications",,"Datta, Biswa Nath",530p.,PHI,2010,495.00
9168,"512.5 T10 DAT",9788120346833,"Numerical linear algebra and applications",,"Datta, Biswa Nath",530p.,PHI,2010,495.00
9169,"512.5 T10 DAT",9788120346833,"Numerical linear algebra and applications",,"Datta, Biswa Nath",530p.,PHI,2010,495.00
9170,"512.5 T10 DAT",9788120346833,"Numerical linear algebra and applications",,"Datta, Biswa Nath",530p.,PHI,2010,495.00
9171,"512.5 T10 DAT",9788120346833,"Numerical linear algebra and applications",,"Datta, Biswa Nath",530p.,PHI,2010,495.00
9172,"512.5 T10 DAT",9788120346833,"Numerical linear algebra and applications",,"Datta, Biswa Nath",530p.,PHI,2010,495.00
9173,"512.5 T10 DAT",9788120346833,"Numerical linear algebra and applications",,"Datta, Biswa Nath",530p.,PHI,2010,495.00
9174,"511.6 T08 ALO.S",,"Probabilistic method",,"Alon, Noga and Spencer, Joel H.",,"John Wiley",2008,
9175,"572 T02 STE.E",,"Ecological stoichiometry",":the biology of elements from molecules to the biosphere","Sterner, Robert W. and Elser, James J.",,"Princeton University Press",2002,
9176,"577.015118 T05 GRI.R",,"Individual based modeling and ecology",,"Grimm, Volker and Railsback, Steven F.",,"Princeton University Press",2005,
9177,"512.5 T10 RIC",,"Modern introduction to linear algebra",,"Ricardo, Henry",,"CRC Press",2010,
9179,"512.9434 N96 GOL.L",,"Matrix computations",,"Golub, Gene, H. and Loan, Charles F.Van",,"Hindustan Book Agencies",1996,750.00
9180,"512.9434 N96 GOL.L",,"Matrix computations",,"Golub, Gene, H. and Loan, Charles F.Van",,"Hindustan Book Agencies",1996,750.00
9181,"515.392 T04 KUZ",,"Elements of applied bifurcation theory",,"Kuznetsov, Yuri A.",,Springer,2004,
9184,"621.367 T10 GON.W",9780070702622,"Digital image processing using MATLAB",,"Gonzalez, Rafael C.",738p.,"McGraw Hill Education",2010,620.00
9185,"621.367 T10 GON.W",9780070702622,"Digital image processing using MATLAB",,"Gonzalez, Rafael C.",738p.,"McGraw Hill Education",2010,620.00
9186,"621.367 T10 GON.W",9780070702622,"Digital image processing using MATLAB",,"Gonzalez, Rafael C.",738p.,"McGraw Hill Education",2010,620.00
9187,"571.6 T13 PHI.K",,"Physical biology of cell",,"Phillips, Rob",,"Garland Science",2013,
9188,"808.0665 T11 DAY.G",,"How to write and publish a scientific paper",,"Day, Robert A. and Gastel, Barbara",,Greenwood,2011,
9189,"808.042 T14 WIL",,Style,":lessons in clarity and grace","Williams, Joseph M.",,Pearson,2014,
9190,"808.042 T14 WIL",,Style,":lessons in clarity and grace","Williams, Joseph M.",,Pearson,2014,
9192,"621.367 T09 GON.W",9788131726952,"Digital image processing",,"Gonzalez, Rafael C.",976p.,"Pearson Education",2009,525.00
9193,"621.367 T09 GON.W",9788131726952,"Digital image processing",,"Gonzalez, Rafael C.",976p.,"Pearson Education",2009,525.00
9194,"621.367 T09 GON.W",9788131726952,"Digital image processing",,"Gonzalez, Rafael C.",976p.,"Pearson Education",2009,525.00
9195,"577.22 T13 POS",,"Ecology of climate change",":the importance of biotic interactions","Post, Eric",,"Princeton University Press",2013,
9196,"617.471 N99 AN.D",,"Mechanical testing of bone and the bone implant interface",,"An, Yuehuei, H. [ed.]",,"CRC Press",1999,
9197,"363.25 T07 COU.J",,"Introduction to forensic linguistics",":language in evidence","Coulthard, Malcolm. and Johnson, Alison.",,Routledge,2007,
9198,"401 T11 MUK",,"Primacy of grammar",,"Mukherji, Nirmalangshu",,"PHI Learning",2011,295.00
9199,"410 T07 SYA.J",,"Introduction to linguistics",":language, grammar and semantics","Syal, Pushpinder and Jindal, D.V.",,"PHI Learning",2007,150.00
9200,"414 T10 LAS",,Phonology,":an introduction to basic concepts","Lass, Roger",,"Cambridge University Press",2010,445.00
9206,"512.5 T09 STR",9788175968110,"Introduction to linear algebra",,"Strang, Gilbert",574p.,"Wellesley-Cambridge Press",2009,395.00
9207,"512.5 T09 STR",9788175968110,"Introduction to linear algebra",,"Strang, Gilbert",574p.,"Wellesley-Cambridge Press",2009,395.00
9208,"512.5 T09 STR",9788175968110,"Introduction to linear algebra",,"Strang, Gilbert",574p.,"Wellesley-Cambridge Press",2009,395.00
9209,"512.5 T09 STR",9788175968110,"Introduction to linear algebra",,"Strang, Gilbert",574p.,"Wellesley-Cambridge Press",2009,395.00
9210,"512.5 T09 STR",9788175968110,"Introduction to linear algebra",,"Strang, Gilbert",574p.,"Wellesley-Cambridge Press",2009,395.00
9211,"512.5 T09 STR",9788175968110,"Introduction to linear algebra",,"Strang, Gilbert",574p.,"Wellesley-Cambridge Press",2009,395.00
9212,"512.5 T09 STR",9788175968110,"Introduction to linear algebra",,"Strang, Gilbert",574p.,"Wellesley-Cambridge Press",2009,395.00
9213,"512.5 T09 STR",9788175968110,"Introduction to linear algebra",,"Strang, Gilbert",574p.,"Wellesley-Cambridge Press",2009,395.00
9214,"512.5 T09 STR",9788175968110,"Introduction to linear algebra",,"Strang, Gilbert",574p.,"Wellesley-Cambridge Press",2009,395.00
9215,"512.5 T09 STR",9788175968110,"Introduction to linear algebra",,"Strang, Gilbert",574p.,"Wellesley-Cambridge Press",2009,395.00
9216,"973.0496073 T10 GIL",,"Darker than blue",":on the moral economies of Black Atlantic culture","Gilroy, Paul",,Belknap,2010,
9218,"301.240954 N86 SIN",,"Modernisation of Indian tradition",":a systemic study of social change","Singh, Yogendra",,"Rawat Publication",1986,250.00
9221,"530.13 T11 REI",9780070702196,"Statistical physics (in SI units)",,"Reif, F.",398p.,"McGraw Hill Education",2011,570.00
9222,"530.13 T11 REI",9780070702196,"Statistical physics (in SI units)",,"Reif, F.",398p.,"McGraw Hill Education",2011,570.00
9223,"530.13 T11 REI",9780070702196,"Statistical physics (in SI units)",,"Reif, F.",398p.,"McGraw Hill Education",2011,570.00
9230,"530.13 T03 HUA",9788126518494,"Statistical mechanics ",,"Huang, Kerson ",493p.,"Wiley India",2003,519.00
9231,"537.6 T05 BER.L",,"Quantum electrodynamics",":course of theoretical physics","Berestetskii, V.B.",,Butterworth-Heinemann,1982,1195.00
9232,"539.7217 T04 INO.O",,"Photonic crystals",":physics, fabrication and applications","Inoue, Kuon[ed.]",,Springer,2004,
9233,"548.9 T05 SAK",,"Optical properties of photonic crystals",,"Sakoda, K.",,Springer,2005,
9234,"621.36 T09 SKO.Y",,"Fundamentals of photonic crystal guiding",,"Skorobogatiy, Maksim and Yang, Jianke",,"Cambridge University Press",2009,
9235,"512.5 T12 LAY",9780321385178,"Linear algebra and its applications",,"Lay, David C.",492p.,Addison-Wesley,2012,10603.44
9236,"305.800973 T00 GIL",,"Against race",":imagining political culture beyond the color line","Gilroy, Paul",,Belknap,2000,
9237,"808.82 N99 WAL",,"Somewhere else",,"Walker, George",,"Talon Books",1999,
9238,"410 N98 SAU",,"course in general linguistics",,"Saussure, Ferdinand De",,"Open Court",1998,
9239,"400 N94 PIN",,"Language instinct",":how the mind creates language","Pinker, Steven.",,"Harper Perennial",1994,
9240,"410.72 T07 CRO",,"Field linguistics",":a beginner's guide","Crowley, Terry",,"Oxford University Press",2007,
9241,"530.13 T10 REI",,"Fundamentals of statistical and thermal physics",,"Reif, F.",,Levant,2010,595.00
9242,"519.23 T05 HRO",9783540239499,"Design and analysis of randomized algorithms",": introduction to design paradigms","Hromkovic, Juraj",274p.,Springer,2005,4675.15
9243,"532.5 N83 HAP.B",9789024728770,"Low reynolds number hydrodynamics",": with special applications to particulate media","Happel, John",553p.,"Martinus Nijhoff",1983,
9244,"612.799 T10 BHU",,"Biophysics of human hair",":structural, nanomechanical, and nanotribological studies","Bhushan,Bharat",,Springer,2010,
9245,"415.9 T13 MAT.M",,"Distributed morphology today",":morphemes for Morris Halle","Matushansky, Ora [ed.]",,"MIT Press",2013,
9246,"571.455 T03 PRA",,"Introduction to biophotonics",,"Prasad, Paras N.",,Wiley-Intecience,2003,
9247,"511.6076 N79 LOV",9780821887080,"Combinatorial problems and exercises",,"Lovasz, Laszlo",640p.,"American Mathematical Society",2012,920.00
9248,"629.2538 T14 KAL",,"Fuel engine interactions",,"Kalghatgi, Gautam Tavanappa",,"SAE International",2014,
9249,"511.66 N86 LOV.P",,"Matching theory",,"Lovasz, Laszlo and Plummer, Michael D.",,"AMS Chelsea",1986,
9251,"813.54 N96 ATW",9780099740919,"Handmaid's tale",,"Atwood, Margaret",324p,"Vintage books",1996,399.00
9252,"539.75 T11 AKK.M",,"Mesoscopic physics of electrons and photons",,"Akkermans, Eric and Montambaux, Gilles",,"Cambridge University Press",2011,
9253,"621.36 T08 LOU.B",,"Photonic crystals",":towards nanoscale photonic devices","Lourtioz, Jeans-Michel",,Springer,2008,
9254,"620.11297 T06 ENG.Z",,Metamaterials,":physics and engineering explorations","Engheta, Nader[ed.]",,Wiley-Intecience,2006,
9255,"621.36 T12 NOG.P",,"Tutorials in metamaterials",,"Noginov, Mikhail A.[ed.]",,"CRC Press",2012,
9256,"306.0973 N93 RIT",,"Mcdonaldization of society",,"Ritzer, George",,"Pine Forge Press",1993,
9257,"306 N96 APP",,"Modernity at large",":cultural dimensions of globalization","Appadurai, Arjun",,"University of Minnesota Press",1996,
9258,"620.1126 N98 SUR",0521578477,"Fatigue of materials",,"Suresh, S.",679p.,"Cambridge University Press",1998,6023.88
9259,"621.38152 T09 PRA.S",,"Photonic crystals, theory, application",,"Prather, Dennis W.",,Wiley,2009,
9261,"414 N83 HAL.C",,"Problem book in phonology",":a workbook for introductory courses in linguistics and in modern phonology.","Halle, M. and Clements, G. N.",,"MIT Press",1983,
9262,"511.3 T06 FLU.G",,"Parameterized complexity theory",,"Flum, Jorg and Grohe, Martin",,Springer,2006,
9263,"621.36 T04 PRA",,Nanophotonics,,"Prasad, P.N.",,"Wiley Intecience",2004,
9264,"005.275 T04 HRO",,"Algorithmics for hard problems",":introduction to combinatorial optimization, randomization, approximation and heuristics","Hromkovic, Juraj",,Springer,2004,
9266,"025.04 T08 MAN.R",9781107666399,"Introduction to information retrieval",,"Manning, Christopher D.",482p.,"Cambridge University Press",2008,495.00
9267,"025.04 T08 MAN.R",9781107666399,"Introduction to information retrieval",,"Manning, Christopher D.",482p.,"Cambridge University Press",2008,495.00
9271,"620.1123 T05 HIB",," Mechanics of materials ",," Hibbeler, R. C. ",,Pearson,2005,770.00
9273,"620.1123 T05 HIB",," Mechanics of materials ",," Hibbeler, R. C. ",,Pearson,2005,770.00
9274,"620.1123 T05 HIB",," Mechanics of materials ",," Hibbeler, R. C. ",,Pearson,2005,770.00
9275,"620.1123 T05 HIB",," Mechanics of materials ",," Hibbeler, R. C. ",,Pearson,2005,770.00
9276,"620.1123 T05 HIB",," Mechanics of materials ",," Hibbeler, R. C. ",,Pearson,2005,770.00
9277,"620.1123 T05 HIB",," Mechanics of materials ",," Hibbeler, R. C. ",,Pearson,2005,770.00
9278,"620.1123 T05 HIB",," Mechanics of materials ",," Hibbeler, R. C. ",,Pearson,2005,770.00
9279,"620.1123 T05 HIB",," Mechanics of materials ",," Hibbeler, R. C. ",,Pearson,2005,770.00
9280,"620.1123 T05 HIB",," Mechanics of materials ",," Hibbeler, R. C. ",,Pearson,2005,770.00
9281,"620.1123 T05 HIB",," Mechanics of materials ",," Hibbeler, R. C. ",,Pearson,2005,770.00
9282,"620.1123 T05 HIB",," Mechanics of materials ",," Hibbeler, R. C. ",,Pearson,2005,770.00
9283,"621.3692 T03 BJA.B",,"Photonic crystal fibres",,"Bjarklev, Ande",,"Springer Science",2003,
9284,"577.88 T08 GOT",,"Primer of ecology",,"Gotelli, Nicholas J.",,"Sinauer Associates Inc",2008,
9285,"577.88 T06 MAN",,"Theoreticals biologist's toolbox",":quantitative methods for ecology and evolutionary biology","Mangel, Marc",,"Cambridge University Press",2006,
9286,"303.482 T13 AXF",,"Theories of globalization",,"Axford, Barrie",,Polity,2013,
9287,"621.36 T07 BRO.K",,"Surface plasmon nanophotonics",,"Brongema, Mark L.[ed.]",,Springer,2007,
9288,"620.11297 T10 CUI.S",,Metamaterials,":theory, design and applications","Cui, Tei Jun[ed.]",,Springer,2010,
9289,"621.381045 T10 WAN.N",,"Nanoscale photonics and optoelectronics",,"Wang, Zhiming M.[ed.]",,Springer,2010,
